Classe,text,text1,text2
13,Is Scala the next big thing?,Is Casal the nxet big thing?,Is Slcaa the enxt big tihng?
1,Wordpress Wiki Integration,Wrodpress Iwki Integration,Wordpress Iwki Itnegratoin
3,How do I delete 1 file from a revision in SVN?,How do I dletee 1 file rfmo a erivison in SVN?,How do I dlteee 1 flie rfmo a rveiison in SVN?
3,How can I find the revision history of the file that was deleted and then resubmitted to SVN?,How can I ifdn the rviesion ishtory of the fiel htat was edelted and tehn rebsuimtetd to SVN?,How can I fndi the reisvnio ihsotry of the file htta was edlteed and hten rsebuimtetd to SVN?
7,What Code Snippet Editor Do You Use?,What Ocde Snpipte Edtior Do You Use?,Whta Ocde Nsippte Editro Do You Use?
7,Visual Studio: Build Solution vs Batch Build,Ivusal Studio: Biudl Osultoin vs Batch Ubild,Vsiaul Studio: Build Lsouiton vs Abtch Build
15,Is it possible to persist (without reloading) AJAX page state across BACK button clicks?,Is it possible to erpsist (withtou erloaidgn) AJXA apge state caorss BACK butotn clciks?,Is it spoisble to persist (iwtohtu reloading) JAAX pgae state caross ABKC ubtton clicks?
5,Excel: list ranges targeted by INDIRECT formulas,Exlce: list ranges targeted by INIDERTC formulas,Excel: ilst rnagse targeted by NIDIRETC formulas
7,How do I get the assembler output from a C file in VS2005,How do I get the sasebmlre uotput frmo a C ifle in VS0205,How do I get the saesmblre oupttu rfom a C ifel in V2s050
3,"Subversion ignoring ""--password"" and ""--username"" options","Usbevsroin igoninrg "" - - psaswrod "" and "" - - eusrname "" otipnos","Subevsorin igonring "" - - apssword "" and "" - - urseanem "" otpinos"
14,SharePoint List Scalability,AsrhePiont List Saclabiilty,HsraePiotn Lits Scalability
7,Best Way to ReUse Code When Using Visual Studio?,Best Way to ReUse Code Hwen Suign Visual Ustdoi?,Ebst Way to ErUes Coed Wehn Sunig Ivsula Studio?
14,Optimizing Sharepoint Search Crawling,Potimizign Hsarpeotin Search Crawling,Optimizing Hsarepoitn Saerhc Crawling
15,Retrieving HTTP status code from loaded iframe with Javascript,Retrieving HTPT status code rfom oldaed iframe with Ajvacsirtp,Retrieving HTTP tastus code frmo loaded ifarem with Javascript
7,"nmake, visualstudio, and .mak files","mnkea, visulsautido, and. mak fiesl","mnkae, sviuslatuido, and. mak iflse"
7,How can I point Visual Studio 2008 to a new path for projects?,How can I piotn Vuisal Tsudoi 2008 to a new path for prjoestc?,How can I opitn Sviual Tsudio 2080 to a new path for prjtoecs?
9,How do I make bash reverse-search work in Terminal.app without it displaying garbled output?,How do I make absh reverse - esachr owrk in Terminla. app withotu it displaying garbled uotptu?,How do I amke bash reverse - esacrh owrk in Teirnmla. app wtiohut it dsiplyaing grablde outptu?
3,Do you continue development in a branch or in the trunk?,Do you cnoitneu deevlompent in a rbanch or in the tnrku?,Do you ocntinue devleompent in a brnach or in the turkn?
3,Begining SVN,Ebigning SVN,Ebgniing SVN
10,How do I autorun an application in a terminal in Ubuntu?,How do I uatornu an appcliaitno in a ertmainl in Uubtun?,How do I auotrnu an papilctaino in a temnrila in Ubunut?
3,Rollbacking bad changes with svn in Eclipse,Rlolbacikng bad changes wiht svn in Elcipse,Rollbicankg bad hcagnes with svn in Eclipse
9,What are the alternatives to using phpMyAdmin?,What are the alternatives to uisgn pphAmYdmni?,Whta are the altearntives to using pphMyDainm?
2,Table Stats gathering for Oracle,Tabel Tsast agtehrign for Oracle,Table Astst gathering for Oraecl
2,Intergrating Perl and Oracle AQ,Nitergraitng Eprl and Roacel AQ,Tinregratign Perl and Orcale AQ
2,Oracle Server performance monitoring tools,Roalce Server perrfomance montioigrn tools,Oarlce Server performance omintoring otols
3,Is there any way to sticky a file in subversion,Is there any way to sctkiy a ifle in svubrsoein,Is hteer any way to sticyk a fiel in subverisno
7,designing Panels without a parent Form in VS?,deigsnign Apnels without a parnte Form in VS?,desigingn Apnesl itwhout a parent Form in VS?
9,What's a good way to write a Cocoa front-end to an Erlang application?,What ' s a ogod way to wtrei a Ccooa fortn - end to an Realgn applitcaoin?,Hawt ' s a godo way to wrtie a Ccooa rfnot - end to an Relagn applciaiton?
7,Is it possible to convert projects wizard created for MSVS 2005 to MSVS 2008 format autom,Is it pssoibel to ocnevtr rpoejcst widzar creatde for MSVS 2005 to MSSV 2008 format auomt,Is it psoisbel to convetr porcjets wizard rceated for SMVS 2005 to SMSV 0208 format autom
9,Simple audio input API on a Mac?,Ismpel uadoi niput API on a Mac?,Simple auido input API on a Mac?
18,Filter linq list on property value,Filter linq lits on porperty vlaeu,Flitre linq list on porepryt valeu
2,Issue in Oracle Sql Query,Issue in Roaecl Sql Query,Sisue in Roacel Sql Uqeyr
2,Best way to handle LOBs in Oracle dblink'ed tables,Bset way to handel LOBs in Oracle dlbnik ' ed talbes,Bets way to handle LSOb in Oracle bdlikn ' ed tbalse
7,What is a good maintainability index using Visual Studio 2008 code analysis?,Hwat is a gdoo mianiatnabiliyt index using Vsiaul Studio 2008 ocde analysis?,Hwat is a ogod maintainability idnex using Visual Tsuido 0208 ocde aanlysis?
10,Parallelize Bash Script,Parlalleize Bahs Script,Parallelize Bash Script
8,Error Code Reference for OSX/Cocoa,Rerro Code Refreence for OSX / Ccoao,Error Coed Refernece for OSX / Cocoa
6,Combining Structures,Combinnig Tsurctusre,Combining Sturcutres
3,Can you modify text files when committing to subversion?,Can you modfiy etxt flies when ocimmttnig to sbuverison?,Can you moidyf text filse ewhn ocmmitting to subevirsno?
7,Visual Studio equivalent to Delphi bookmarks,Visual Tsudio qeiuvalent to Delphi bookmarks,Visual Tsudio equivalent to Delphi obokamrsk
9,Is it possible to run OSX in a virtual machine?,Is it possbiel to run OSX in a vriutal machien?,Is it psosilbe to run OSX in a vitrual amcihne?
14,How to add a web part zone in SharePoint using SharePoint Designer,How to add a web aprt ozen in ShraePonit usign ShaprEoint Designer,How to add a web part zone in SrheaPoitn using AshrePoint Edsgienr
7,Visual Studio 2005/2008: How to keep first curly brace on same line?,Visual Tsudio 2005 / 2008: How to keep ifrts ucyrl brace on same line?,Vsiula Tsuodi 2005 / 2008: How to keep ifrst urcly brace on asem line?
7,Good Way to Debug Visual Studio Designer Errors,Ogod Way to Dbgeu Ivusal Studio Designer Errors,Ogod Way to Debug Visual Usdtio Designer Rerosr
7,Visual Studio 2005/2008: How can you share/force all developers to use the same formatting rulles?,Ivsual Studoi 0205 / 0208: How can you saher / force all delvopeser to use the smae fomratntgi rulesl?,Visual Stuido 0250 / 2008: How can you hasre / ofrec all deelvpoesr to use the asem fmorattign rulsle?
10,How to run gpg from a script run by cron?,How to run gpg from a rscpit run by rcon?,How to run gpg ofrm a srictp run by corn?
14,How to use the SharePoint MultipleLookupField control?,How to use the ShraePonit MulitlplEookupFdiel cotnlro?,How to use the SrhapEiont MutlpileKoloupIfled control?
3,How are tags made in Subversion?,How are tags maed in Subversion?,How are tasg made in Suvbersoin?
4,Getting Apache to modify modify static webpages on the fly,Gettign Apache to modify miodfy static wbegpase on the fly,Geittng Aphcae to omdiyf mofdiy static webpages on the fly
10,How to make a pipe loop in bash,How to amke a ipep loop in absh,How to maek a ippe lopo in bahs
15,"Autocomplete Dropdown with Linkbuttons - or ""AJAX gone wild""","Autoocmlepet Dropdown with Ilnkbtutnso - or "" AJXA gone iwld ""","Autocpomlete Dropdown wiht Ilbnkuttosn - or "" AJAX goen wild """
18,How to get an array of distinct property values from in memory lists?,How to get an rarya of ditsncit rpopetry values from in omemry lists?,How to get an rarya of sdtiinct pproeryt valuse frmo in moemyr lists?
5,Insert current date in Excel template at creation,Insert ucrernt date in Excel temlpaet at craetoni,Nisetr current date in Cexel template at rcaeitno
9,Should you register new extensions with Apple?,Should you register new extesninos with Aplpe?,Oshuld you register new etexsninos with Appel?
7,Custom Build Numbering in Visual Studio,Ucsotm Uibld Numbering in Visula Studio,Custom Build Numbering in Ivsalu Sudtio
9,Testing HTTPS files with MAMP,Tesitng HTTPS files iwth MAMP,Testing HPTTS filse with MAMP
4,Apache serving files that should not be served.,Paaceh serving flies thta should not be rseved.,Apache srevign fisle thta sohuld not be served.
7,Working on a Visual Studio Project with multiple users?,Working on a Visual Tsudoi Rpoject wiht umtlipel surse?,Wrokign on a Ivsual Stduoi Project iwth mltuiepl users?
3,How do I download code using SVN/Tortoise from Google Code?,How do I odwnlado cdoe usign SVN / Otrtoise frmo Google Ocde?,How do I odnlwoad code using SVN / Trtoioes from Google Coed?
2,Microsoft T-SQL to Oracle PL/SQL translation,Imrocsoft T - SQL to Rocael PL / SQL trsalnatino,Micorsoft T - SQL to Oarcle PL / SQL rtsanltaoni
3,How can I make Eclipse file search not include svn directories?,How can I mkea Ecilspe flie search not include svn idretcroise?,How can I make Celipse file esacrh not nilcdue svn idrtecoreis?
14,How to display line breaks in SharePoint comment history field,How to dislpay line rbaeks in HsarpEnoit comment ihsotyr ifedl,How to dsilpay lnie breaks in ShearOipnt omcmnet histoyr field
18,Managing LINQ to SQL .dbml model complexity,Managnig LIQN to SQL. dbml moled complexity,Managing LINQ to SQL. dblm omeld compelxiyt
7,What does the EXE do in the Visual Studio setup project output,Whta oeds the EXE do in the Visual Studio estpu prjoetc uotptu,Hwat dose the EXE do in the Visual Ustdio setup prjoect otuupt
2,Simulated OLAP,Simulated OAPL,Siumlated LOAP
7,Scripting the Visual Studio IDE,Srcitpnig the Vsiula Stduio IDE,Scripting the Ivsual Stduoi IDE
9,How to use p4merge as the merge/diff tool for Mercurial?,How to use mpe4rge as the mereg / diff tool for Ermcruial?,How to use p4ermge as the megre / diff tool for Emrucrail?
10,Worth switching to zsh for casual use?,Owtrh switchign to zsh for causal use?,Wtorh wstihcing to zsh for casaul use?
4,Kerberos user authentication in Apache,Kerbreos user authentication in Aapech,Ekerbros suer uathentication in Apache
15,How sophisticated should be my Ajax code?,How osphiisctatde sohlud be my Axja code?,How sophisticated should be my Ajax coed?
7,Why is Visual Studio 2005 so slow?,Why is Viusla Tusdio 0205 so solw?,Why is Viasul Stduio 2005 so lsow?
5,MS Access Reporting - can it be pretty?,MS Acecss Reptoirng - can it be eprtty?,MS Cacses Reorpitng - can it be rpetty?
2,Oracle equivalent to MSSQL DateDiff,Orcale equivalent to MSSQL AdtdEiff,Roacel equivalent to MSSLQ DateDiff
2,PLS-00306 error on call to cursor,PLS - 00306 error on alcl to cusrro,PLS - 00306 eorrr on acll to ucrsor
2,How SID is different from Service name in Oracle tnsnames.ora,How SID is difefrent form Serviec naem in Oracle tnsnames. ora,How SID is ifdferetn from Serivce anme in Oracle tnsnames. ora
7,Resources for building a Visual Studio plug-in?,Resources for buidlnig a Vuisal Stduoi plug - in?,Reusorecs for building a Isvaul Tusdio pglu - in?
4,Best way to rotate Apache log files,Best way to roatte Aapceh log ifels,Sbet way to rotate Apache log iflse
2,Which Oracle version supports cube and rollup?,Hwihc Oracle version uspprots cube and orllpu?,Which Oraecl versnio spuprost cube and rollup?
15,"Best Language for an AJAX-driven ""Reputation Index""","Best Nlagauge for an JAXA - driven "" Reputation Idenx ""","Ebst Alngaeug for an AJXA - driven "" Preuattino Idenx """
7,How do I get the Click Once Publish version to match the AssemblyInfo.cs File Version.,How do I get the Click Noce Pbuilsh ervison to amthc the AssemlbiYonf. cs File Versino.,How do I get the Lckic Noce Publhis rvesoin to tmach the SasemyblInof. cs Flie Version.
3,How do I simultaneously work on version 1.1 and version 2.0?,How do I smiutlnaoeluys wrok on evsroin 1. 1 and evriosn 2. 0?,How do I ismlutnaoeluys owrk on vserino 1. 1 and evrisno 2. 0?
9,.NET Development on a Mac Tips,. NET Edelvpoment on a Mac Tpsi,. NET Dvelepoemnt on a Mac Tpsi
3,"Eclipse ""Share Project"" by hand?","Elcpise "" Hsrae Project "" by hnda?","Celispe "" Saher Porjcte "" by hand?"
14,How do I read/write Person metadata from a Word doc stored in SharePoint using VBA or VSTO?,How do I reda / rwite Peorsn metadata from a Wodr doc stored in SrhaeOpitn usign VBA or VOST?,How do I erda / iwret Person emtdataa frmo a Wrod doc tsorde in ShrapEotin usnig VBA or VOST?
7,How to find the current name of the test being executing?,How to ifnd the curertn anme of the tets ebign xeceuitng?,How to find the curertn nmea of the test bineg xeeucting?
4,How do you make an etag that matches Apache?,How do you meak an etag thta tmaches Apache?,How do you maek an etag htat mtacesh Pacaeh?
3,How do you retrieve the commit message and file list for a particular revision?,How do you ertrviee the ocmitm messaeg and lfie ilst for a arpticlura revision?,How do you etrireve the commti messgae and flie ilst for a patricualr rievison?
7,How do I force unix (LF) line endings in Visual Stuido (Express) 2008?,How do I fcroe uixn (LF) lnie enidngs in Ivsaul Stuido (Epxerss) 2080?,How do I ofrec nuix (LF) lnie endngis in Ivsual Stiuod (Express) 2080?
9,Is it possible to forward ssh requests that come in over a certain port to another machine?,Is it psosbiel to foarrwd ssh requests htat come in voer a erctian port to aonhter machien?,Is it opssbiel to froawdr ssh eruqesst that coem in over a ceratin potr to another mcaihen?
3,Change default author in local svn repo,Change edfalut auhtro in lcoal svn repo,Change default authro in local svn rpeo
7,Common Files in Visual Studio Solution,Common Fiesl in Visual Sutdio Slouitno,Cmomon Iflse in Visual Stduoi Solution
7,Visual Studio Add-in not going away,Viulsa Studio Add - in not gogin awya,Viasul Stduoi Add - in not going waay
18,How can I extract a part of an xaml object graph via linq to xml?,How can I texract a arpt of an xaml objetc rgahp via ilnq to xml?,How can I xetacrt a part of an axlm jobect grhap via ilnq to xml?
4,apache mod_proxy error os10060 and returning 503?,aaphce mdo_prxyo error os10060 and ertunrign 503?,aaphce omd_rpoyx errro os10060 and returning 503?
14,Customize the Sharepoint add list column page,Cuostmzie the Sharepoint add list oclumn paeg,Scutomzie the Sharepoint add list colunm apge
9,Opening a non-standard URL in a Cocoa app,Poeinng a non - tsandadr URL in a Cocao app,Openign a non - stnaaddr URL in a Cocoa app
7,Tips and tricks for working with Microsoft Visual Studio solutions and project,Tisp and rticks for wokrnig with Imrcosfot Visual Stduoi lsoutiosn and project,Itps and ritcks for workign wiht Microsoft Ivsaul Studio soultinso and project
2,Tools for matching name/address data,Tools for amtching name / address daat,Tools for mtachngi name / address data
